pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_eqt,st_mass,st_rad,st_teff,sy_dist,disc_year
"CoRoT-12 b","CoRoT-12",2.82804200000,0.0401600000,0.070000,85.48000,0.91700000,1.44000000,1442.00,1.078000,1.116000,5675.00,1126.37000000,2010
"CoRoT-13 b","CoRoT-13",4.03519000000,0.0510000000,0.000000,88.02000,1.30800000,0.88500000,1700.00,1.090000,1.010000,5945.00,1148.93000000,2010
"CoRoT-14 b","CoRoT-14",1.51214000000,0.0270000000,0.000000,79.60000,7.60000000,1.09000000,1952.00,1.130000,1.210000,6035.00,1744.60000000,2010
"CoRoT-17 b","CoRoT-17",3.76810000000,0.0461000000,0.000000,88.34000,2.43000000,1.02000000,1626.00,1.040000,1.590000,5740.00,1176.12000000,2011
"CoRoT-18 b","CoRoT-18",1.90006930000,0.0295000000,0.080000,86.50000,3.47000000,1.31000000,1550.00,0.950000,1.000000,5440.00,764.88900000,2011
"CoRoT-19 b","CoRoT-19",3.89713000000,0.0518000000,0.047000,88.00000,1.11000000,1.29000000,2000.00,1.210000,1.650000,6090.00,790.66300000,2011
"CoRoT-1 b","CoRoT-1",1.50895570000,,0.000000,85.10000,1.03000000,1.49000000,1898.00,0.950000,1.110000,5950.00,787.90900000,2008
"CoRoT-20 b","CoRoT-20",9.24285000000,0.0900000000,0.590000,88.21000,4.30000000,,,1.140000,,,844.06100000,2011
"CoRoT-23 b","CoRoT-23",3.63130000000,0.0480000000,0.160000,85.70000,2.80000000,1.05000000,1660.00,1.140000,1.610000,5900.00,1060.97000000,2011
"CoRoT-2 b","CoRoT-2",1.74299350000,0.0279800000,0.014300,88.08000,3.47000000,1.46600000,,0.960000,0.906000,5625.00,213.28300000,2008
"CoRoT-3 b","CoRoT-3",4.25680000000,,0.000000,85.90000,21.66000000,1.01000000,,1.370000,1.560000,6740.00,768.77100000,2008
"CoRoT-4 b","CoRoT-4",9.20205000000,0.0900000000,0.000000,90.00000,0.72000000,1.19000000,1074.00,1.160000,1.170000,6190.00,726.41200000,2008
"CoRoT-5 b","CoRoT-5",4.03789620000,0.0494700000,0.090000,85.83000,0.46700000,1.38800000,1438.00,1.000000,1.186000,6100.00,882.47200000,2009
"CoRoT-6 b","CoRoT-6",8.88659300000,0.0855000000,0.100000,89.07000,2.96000000,1.16600000,1017.00,1.050000,1.025000,6090.00,645.29400000,2009
"CoRoT-7 b","CoRoT-7",0.85359163000,,0.000000,80.10000,0.01282637,0.15000000,,0.820000,0.830000,5275.00,159.90600000,2009
"Kepler-24 c","Kepler-24",12.33000000000,,0.014000,,0.03143206,0.22428444,,1.060000,1.099000,6028.00,1156.81000000,2011
"CoRoT-7 c","CoRoT-7",3.69800000000,0.0460000000,0.000000,80.00000,0.02642922,,,0.899000,0.864273,5256.00,159.90600000,2009
"CoRoT-8 b","CoRoT-8",6.21229000000,0.0630000000,0.000000,88.40000,0.22000000,0.57000000,,0.880000,0.770000,5080.00,322.03700000,2010
"CoRoT-9 b","CoRoT-9",95.27265600000,0.4021000000,0.133000,89.90000,0.84000000,1.06600000,420.00,0.960000,0.960000,5625.00,412.98000000,2009
"CT Cha b","CT Cha",,440.0000000000,,,17.00000000,2.20000000,2600.00,,,,190.72000000,2007
"DP Leo b","DP Leo",10220.00000000000,8.1900000000,0.390000,,6.05000000,,,0.690000,,,305.68400000,2009
"eps Eri b","eps Eri",2671.00000000000,3.5300000000,0.070000,78.81000,0.66000000,,,0.820000,,,3.20260000,2000
"eps Tau b","eps Tau",585.82000000000,1.8780000000,0.076000,,7.19000000,,,2.570000,12.350000,4877.00,47.52852000,2006
"gam1 Leo b","gam1 Leo",428.50000000000,1.1900000000,0.144000,,8.78000000,,,1.230000,31.880000,4330.00,39.88830000,2009
"gam Cep b","gam Cep",913.00000000000,,0.150000,,6.60000000,,,1.270000,4.740000,4775.00,14.10240000,2003
"GJ 1214 b","GJ 1214",1.58040453100,0.0150500000,0.006200,88.98000,0.02646082,0.24382235,567.00,0.182000,0.216200,3101.00,14.64270000,2009
"GJ 3021 b","GJ 3021",133.71000000000,0.4900000000,0.511000,,3.37000000,,350.00,0.900000,0.900000,5540.00,17.55590000,2000
"GJ 317 b","GJ 317",695.69000000000,1.1380000000,0.082600,,1.68800000,,,0.402000,0.403000,3496.00,15.19680000,2007
"GJ 3634 b","GJ 3634",2.64561000000,0.0287000000,0.080000,59.00000,0.02600000,,,0.450000,0.430000,,20.37790000,2010
"GJ 433 b","GJ 433",7.37050000000,0.0620000000,0.040000,,0.01901331,,,0.480000,,,9.06456000,2011
"GJ 436 b","GJ 436",2.64388312000,0.0291000000,0.138270,86.44000,0.07000000,0.37200000,,0.470000,0.455000,,9.75321000,2004
"GJ 649 b","GJ 649",600.10000000000,1.1120000000,0.083000,,0.25800000,,,0.510000,0.500000,3734.00,10.37960000,2009
"GJ 667 C b","GJ 667 C",7.20300000000,,0.200000,,,,,,,,7.24396000,2012
"GJ 667 C c","GJ 667 C",28.14000000000,0.1250000000,0.020000,,0.01200000,,,0.330000,,3350.00,7.24396000,2013
"GJ 674 b","GJ 674",4.69380000000,0.0390000000,0.200000,,0.03500000,,,0.350000,,3600.00,4.54896000,2007
"GJ 676 A b","GJ 676 A",1051.44521000000,1.7350000000,0.319000,48.91900,5.79200000,,,0.626000,,,16.02720000,2010
"GJ 832 b","GJ 832",3853.00000000000,3.7000000000,0.050000,51.00000,0.99000000,,,0.450000,,,4.96435000,2008
"GJ 849 b","GJ 849",1925.31000000000,2.3200000000,0.029000,,0.89300000,,,0.450000,0.450000,3467.00,8.80058000,2006
"GJ 179 b","GJ 179",2288.00000000000,2.4100000000,0.210000,,0.82000000,,,0.357000,0.380000,3370.00,12.35600000,2009
"GJ 581 b","GJ 581",5.36860000000,0.0399000000,0.034200,47.00000,0.06450021,,,0.295000,0.302000,3500.00,6.29810000,2005
"GJ 581 c","GJ 581",12.92110000000,0.0718000000,0.032000,47.00000,0.02142666,,,0.295000,0.302000,3500.00,6.29810000,2007
"GJ 581 e","GJ 581",3.14810000000,0.0279900000,0.012000,47.00000,0.00780295,,,0.295000,0.302000,3500.00,6.29810000,2009
"GJ 86 b","GJ 86",15.76491000000,0.1100000000,0.040000,,4.42000000,,,0.930000,0.770000,5182.00,10.78360000,1999
"GJ 876 b","GJ 876",61.11660000000,0.2083170000,0.032400,59.00000,2.27560000,,,0.320000,0.300000,,4.67517000,1998
"GJ 876 c","GJ 876",30.08810000000,0.1295900000,0.255910,59.00000,0.71420000,,,0.320000,0.300000,,4.67517000,2000
"GJ 876 d","GJ 876",1.93778000000,0.0208066500,0.207000,59.00000,0.02100000,,,0.320000,0.300000,,4.67517000,2005
"GJ 876 e","GJ 876",124.26000000000,0.3343000000,0.055000,59.00000,0.04600000,,,0.320000,0.300000,,4.67517000,2010
"GQ Lup b","GQ Lup",,100.0000000000,,,20.00000000,3.00000000,2650.00,0.700000,,,151.16900000,2004
"GSC 06214-00210 b","GSC 06214-00210",,320.0000000000,,,16.00000000,,2300.00,0.900000,,4200.00,108.50000000,2010
"HAT-P-12 b","HAT-P-12",3.21305980000,0.0384000000,0.000000,89.00000,0.21100000,0.95900000,963.00,0.733000,0.701000,4650.00,142.75100000,2009
"HAT-P-13 b","HAT-P-13",2.91625000000,,0.013300,83.40000,0.85100000,1.27200000,,,,,246.81000000,2009
"HAT-P-13 c","HAT-P-13",446.27000000000,,0.661600,,14.28000000,,,,,,246.81000000,2009
"HAT-P-14 b","HAT-P-14",4.62767000000,,0.110000,83.50000,3.44000000,1.42000000,,2.650000,1.820000,6600.00,222.66300000,2010
"HAT-P-15 b","HAT-P-15",10.86350000000,,0.190000,89.10000,1.94000000,1.06000000,,1.000000,1.070000,5568.00,192.51600000,2010
"HAT-P-16 b","HAT-P-16",,,,88.40000,,1.31000000,1566.00,,,,226.63700000,2010
"HAT-P-17 b","HAT-P-17",10.33852000000,,0.350000,89.20000,0.58000000,1.05000000,,0.990000,0.870000,5246.00,92.38310000,2010
"Kepler-123 b","Kepler-123",17.23236600000,0.1350000000,,,,0.26200000,,,1.264000,6089.00,1021.66000000,2014
"Kepler-769 b","Kepler-769",7.42608998000,,,,,0.26050495,,1.190000,1.280000,6186.00,1169.57000000,2016
"HAT-P-17 c","HAT-P-17",5584.00000000000,5.6000000000,0.390000,,3.40000000,,,0.920000,0.838682,5336.96,92.38310000,2010
"HAT-P-18 b","HAT-P-18",5.50802300000,0.0559000000,0.084000,88.80000,0.19700000,0.99500000,852.00,0.770000,0.749000,4803.00,161.40000000,2010
"HAT-P-19 b","HAT-P-19",4.00878322000,0.0459900000,,89.52000,0.27700000,1.00800000,981.20,0.807000,0.773000,4962.00,202.07800000,2010
"HAT-P-1 b","HAT-P-1",4.46529976000,0.0556100000,,85.63400,0.52500000,1.31900000,1322.00,1.151000,1.174000,5980.00,158.97900000,2006
"HAT-P-20 b","HAT-P-20",2.87531700000,0.0361000000,0.015000,86.80000,7.24600000,0.86700000,970.00,0.756000,0.694000,4595.00,71.03740000,2010
"HAT-P-21 b","HAT-P-21",4.12448000000,,0.230000,87.20000,4.87000000,1.11000000,,1.240000,1.210000,5588.00,277.27800000,2010
"HAT-P-22 b","HAT-P-22",3.21222000000,,0.020000,86.90000,2.47000000,1.15000000,,1.130000,1.110000,5302.00,81.76470000,2010
"HAT-P-23 b","HAT-P-23",1.21288400000,0.0232000000,0.106000,85.10000,2.09000000,1.36800000,2056.00,1.130000,1.203000,5905.00,364.81300000,2010
"HAT-P-24 b","HAT-P-24",3.35524000000,,0.070000,88.60000,0.75000000,1.30000000,,1.370000,1.380000,6373.00,415.34400000,2010
"HAT-P-25 b","HAT-P-25",3.65281514000,0.0466000000,0.023000,88.22000,0.56900000,1.13500000,1182.00,1.012000,0.919000,5519.00,300.38400000,2010
"HAT-P-26 b","HAT-P-26",4.23452000000,,0.120000,88.60000,0.07000000,0.63000000,,1.120000,0.870000,5079.00,141.83700000,2010
"HAT-P-27 b","HAT-P-27",3.03957700000,0.0400000000,0.000000,85.00000,0.62000000,1.02000000,,0.916000,0.864673,5316.00,199.17300000,2011
"HAT-P-28 b","HAT-P-28",3.25721500000,0.0434000000,0.051000,88.00000,0.62600000,1.21200000,1384.00,1.025000,1.103000,5680.00,401.31900000,2011
"HAT-P-29 b","HAT-P-29",5.72319000000,,0.090000,87.10000,0.88000000,1.17000000,,1.450000,1.300000,6087.00,313.57600000,2011
"HAT-P-2 b","HAT-P-2",5.63351580000,0.0681400000,0.517200,,8.62000000,,,1.330000,1.390000,6380.00,127.77400000,2007
"HAT-P-30 b","HAT-P-30",2.81060000000,,0.040000,83.60000,0.83000000,1.44000000,,1.550000,1.310000,6304.00,213.98500000,2011
"HAT-P-31 b","HAT-P-31",5.00542000000,,0.250000,87.10000,2.27000000,1.09000000,,1.310000,1.390000,6065.00,344.05000000,2011
"HAT-P-32 b","HAT-P-32",2.15000820000,0.0339700000,0.159000,88.98000,0.68000000,1.98000000,1835.70,1.132000,1.367000,6001.00,289.20500000,2011
"HAT-P-33 b","HAT-P-33",3.47447000000,,0.000000,87.20000,0.92000000,1.85000000,,1.820000,1.790000,6446.00,396.11000000,2011
"HAT-P-34 b","HAT-P-34",5.45265400000,0.0677400000,0.432000,87.10000,3.33000000,1.19700000,,1.392000,1.530000,6442.00,249.32500000,2011
"Kepler-1735 b","Kepler-1735",7.71792984000,,,,,0.10654772,,0.535000,0.509000,3975.00,245.30300000,2021
"HAT-P-35 b","HAT-P-35",3.64670600000,0.0497800000,0.020000,87.30000,1.05600000,1.33200000,,1.236000,1.435000,6096.00,506.96500000,2011
"HAT-P-36 b","HAT-P-36",1.32734683000,0.0241000000,,87.13000,1.84820000,1.27700000,1780.97,1.030000,1.041000,5620.00,294.41900000,2011
"HAT-P-37 b","HAT-P-37",2.79743600000,0.0379000000,0.058000,86.90000,1.16900000,1.17800000,1271.00,0.929000,0.877000,5500.00,390.59400000,2011
"HAT-P-3 b","HAT-P-3",2.89970000000,,0.000000,87.24000,0.65000000,0.94000000,,1.060000,0.870000,5185.00,134.55400000,2007
"HAT-P-4 b","HAT-P-4",3.05653600000,0.0443800000,0.000000,89.91000,0.67100000,1.27400000,1686.00,1.248000,1.596000,5860.00,320.45100000,2007
"HAT-P-5 b","HAT-P-5",2.78849000000,,0.000000,86.75000,0.98000000,1.21000000,,1.040000,1.120000,5960.00,303.33600000,2007
"HAT-P-6 b","HAT-P-6",3.85298000000,,0.000000,85.51000,1.32000000,1.48000000,,1.790000,1.620000,6570.00,275.35800000,2007
"HAT-P-8 b","HAT-P-8",3.07634000000,,0.000000,87.80000,1.28000000,1.40000000,,1.270000,1.570000,6200.00,211.55300000,2008
"HAT-P-9 b","HAT-P-9",3.92281072000,0.0528700000,0.084000,86.44000,0.74900000,1.39300000,1540.00,1.281000,1.338000,6350.00,455.20300000,2008
"HD 100655 b","HD 100655",157.57001000000,0.6800000000,0.090000,,1.61000000,,,2.280000,10.060000,4891.00,137.17800000,2011
"Kepler-765 b","Kepler-765",27.66552260000,,,,,0.21679008,,1.050000,1.060000,5901.00,1076.28000000,2016
"HD 100777 b","HD 100777",383.00000000000,1.0600000000,0.380000,90.00000,1.23000000,,,1.080000,,,49.53360000,2007
"HD 10180 c","HD 10180",5.75969000000,0.0641200000,0.073000,,0.04160000,,,1.060000,1.109000,5911.00,38.96070000,2010
"HD 10180 d","HD 10180",16.35700000000,0.1285900000,0.131000,,0.03780000,,,1.060000,1.109000,5911.00,38.96070000,2010
"HD 10180 e","HD 10180",49.74800000000,0.2699000000,0.051000,,0.08050000,,,1.060000,1.109000,5911.00,38.96070000,2010
"HD 10180 f","HD 10180",122.74400000000,0.4929000000,0.119000,,0.07220000,,,1.060000,1.109000,5911.00,38.96070000,2010
"HD 10180 g","HD 10180",604.67000000000,1.4270000000,0.263000,,0.07320000,,,1.060000,1.109000,5911.00,38.96070000,2010
"HD 10180 h","HD 10180",2205.00000000000,3.3810000000,0.095000,,0.20660000,,,1.060000,1.109000,5911.00,38.96070000,2010
"HD 101930 b","HD 101930",70.46000000000,0.3000000000,0.110000,,0.25000000,,,0.570000,0.860000,5108.00,30.02740000,2005
"HD 102117 b","HD 102117",20.81330000000,0.1500000000,0.120000,,0.17000000,,,1.060000,1.230000,5655.00,39.57920000,2005
"HD 102195 b","HD 102195",4.11377000000,0.0500000000,0.000000,,0.41000000,,,0.760000,0.820000,5301.00,29.33860000,2006
"Kepler-763 d","Kepler-763",6.50327035000,0.0634000000,0.000000,89.76000,,0.14898768,804.00,0.800000,0.843000,4999.00,962.45900000,2023
"HD 102272 b","HD 102272",127.58000000000,0.5100000000,0.050000,,4.94000000,,,1.450000,10.300000,4790.00,347.09700000,2008
"HD 102329 b","HD 102329",778.09998000000,1.8100000000,0.210000,,8.16000000,,,3.210000,9.820000,4745.00,217.10700000,2011
"HD 102956 b","HD 102956",6.49470000000,0.0807000000,0.037000,,0.96000000,,,1.660000,4.550000,4985.00,121.89000000,2010
"HD 103197 b","HD 103197",47.84000000000,0.2500000000,0.000000,,0.09000000,,,0.800000,0.880000,5250.00,57.14630000,2009
"HD 104067 b","HD 104067",55.85100000000,0.2674000000,0.123000,,0.19538845,,,0.820000,0.780000,4952.00,20.36320000,2009
"HD 104985 b","HD 104985",199.68000000000,0.7150000000,0.047000,,5.55900000,,,1.220000,11.120000,4738.00,100.57600000,2003
"HD 106252 b","HD 106252",1535.00000000000,2.6550000000,0.480000,46.00000,10.00000000,,,1.050000,,,38.18500000,2002
"HD 106270 b","HD 106270",1888.00000000000,3.3400000000,0.185000,,10.13000000,,,1.390000,2.660000,5509.00,93.80800000,2011
"HD 10647 b","HD 10647",989.20000000000,2.0150000000,0.150000,,0.94000000,,,1.110000,1.100000,6218.00,17.33570000,2006
"HD 10697 b","HD 10697",1075.37990000000,2.0510000000,0.104000,86.11600,5.74300000,,,0.990000,,,33.12050000,1999
"HD 107148 b","HD 107148",48.05600000000,0.2690000000,0.050000,,0.21000000,,,1.120000,,5797.00,49.41560000,2005
"HD 108147 b","HD 108147",10.89850000000,0.1020000000,0.530000,,0.26100000,,,1.220000,1.206640,6255.73,38.92000000,2002
"HD 108863 b","HD 108863",437.70000000000,1.3200000000,0.032000,,2.41400000,,,1.590000,5.740000,4878.00,164.74200000,2011
"HD 108874 b","HD 108874",394.48123000000,1.0400000000,0.130000,,1.42000000,,,1.100000,1.050000,5600.00,59.51750000,2002
"HD 108874 c","HD 108874",1624.00000000000,2.6590000000,0.239000,,0.99000000,,,0.950000,,5551.00,59.51750000,2005
"HD 109246 b","HD 109246",68.27000000000,0.3300000000,0.120000,,0.86000000,,,1.200000,1.070000,5844.00,67.83490000,2010
"HD 109749 b","HD 109749",5.23989100000,0.0615000000,0.000000,,0.27000000,,,1.130000,1.220000,5824.00,63.08210000,2005
"HD 110014 b","HD 110014",835.47700000000,2.1400000000,0.462000,,11.09000000,,,2.170000,20.900000,4445.00,100.75800000,2009
"HD 111232 b","HD 111232",1169.13202000000,2.1480000000,0.214000,93.52100,7.96500000,,,0.960000,,,28.95710000,2003
"HD 113538 b","HD 113538",663.20000000000,1.2400000000,0.140000,,0.36000000,,,0.585000,0.530000,4462.00,16.28170000,2010
"HD 113538 c","HD 113538",1818.00000000000,2.4400000000,0.200000,,0.93000000,,,0.585000,0.530000,4462.00,16.28170000,2010
"HD 114386 b","HD 114386",937.70001000000,1.7300000000,0.230000,,1.14000000,,,0.600000,0.760000,4836.00,27.92430000,2003
"HD 114729 b","HD 114729",1121.79000000000,2.0670000000,0.079000,,0.82500000,,,0.936000,1.473000,5844.00,37.80630000,2002
"HD 114783 b","HD 114783",493.70000000000,1.1600000000,0.144000,,1.10000000,,,0.853000,,5135.00,21.06280000,2001
"HD 11506 b","HD 11506",1617.70000000000,2.8850000000,0.379000,,4.80000000,,,1.220000,,6123.00,51.26100000,2007
"HD 11506 c","HD 11506",223.92000000000,0.7710000000,0.228000,,0.40000000,,,1.220000,,6123.00,51.26100000,2008
"HD 116029 b","HD 116029",670.00000000000,1.6500000000,0.000000,,1.40000000,,,0.830000,4.890000,4819.00,123.24500000,2011
"HD 117207 b","HD 117207",2621.75000000000,3.7870000000,0.157000,,1.92600000,,,1.053000,1.074000,5732.00,32.35470000,2004
"HD 117618 b","HD 117618",25.80000000000,0.1800000000,0.150000,,0.17400000,,,1.077000,,5990.00,37.77810000,2004
"HD 118203 b","HD 118203",6.13497790000,0.0713000000,0.313600,88.48000,2.14000000,1.14000000,1361.00,1.270000,2.040000,5742.00,92.25890000,2005
"HD 11964 b","HD 11964",1945.00000000000,3.1600000000,0.041000,,0.62200000,,,0.910000,2.009710,5303.00,33.53690000,2005
"HD 11964 c","HD 11964",37.91000000000,0.2290000000,0.300000,,0.07880000,,,0.910000,2.009710,5303.00,33.53690000,2008
"HD 11977 b","HD 11977",711.00000000000,1.9300000000,0.400000,,6.54000000,,,1.910000,10.090000,4970.00,67.93310000,2005
"HD 121504 b","HD 121504",63.33000000000,0.3300000000,0.030000,,1.51000000,,,1.620000,1.070000,6027.00,41.65920000,2003
"HD 125595 b","HD 125595",9.67370000000,0.0800000000,0.000000,,0.02000000,,,0.290000,0.740000,4691.00,28.19890000,2009
"HD 125612 b","HD 125612",557.69994000000,1.3490000000,0.446000,,2.97400000,,,1.050000,,,57.62070000,2007
"HD 125612 c","HD 125612",4.15466000000,0.0510000000,0.149000,,0.04900000,,,1.050000,,,57.62070000,2009
"HD 125612 d","HD 125612",2822.72698000000,3.9820000000,0.115000,88.19500,7.17800000,,,1.050000,,,57.62070000,2009
"Kepler-744 b","Kepler-744",12.06222443000,,,,,0.14452672,,0.940000,0.930000,5594.00,449.96400000,2016
"HD 126525 b","HD 126525",960.41000000000,1.8370000000,0.035000,,0.23700000,,,0.897000,0.979000,5638.00,37.65060000,2018
"HD 126614 b","HD 126614",1257.25303000000,2.2490000000,0.548000,97.47700,0.33900000,,,0.960000,,,73.09610000,2009
"HD 12661 b","HD 12661",262.70862000000,0.8400000000,0.380000,,2.43000000,,,1.200000,1.200000,5645.00,37.84780000,2000
"HD 12661 c","HD 12661",1708.00000000000,2.8145000000,0.031000,,1.81200000,,,1.020000,1.110000,5748.00,37.84780000,2002
"HD 128311 b","HD 128311",453.01900000000,1.0840000000,0.303000,30.00000,1.76900000,,,0.828000,0.760000,,16.32920000,2002
"HD 128311 c","HD 128311",921.53800000000,1.7400000000,0.159000,55.95000,3.78900000,,,0.828000,0.760000,,16.32920000,2005
"HD 129445 b","HD 129445",1840.00000000000,2.9000000000,0.700000,,1.60000000,,,0.990000,,,67.43860000,2009
"HD 130322 b","HD 130322",10.70871000000,0.0925000000,0.029000,,1.15000000,,,0.920000,0.850000,5387.00,31.87660000,1999
"HD 131496 b","HD 131496",896.00000000000,2.0100000000,0.181000,,1.80000000,,,1.340000,4.440000,4846.00,131.84900000,2011
"Kepler-764 b","Kepler-764",7.33683936000,,,,,0.14631100,,0.920000,0.890000,5557.00,1047.84000000,2016
"HD 13189 b","HD 13189",471.60001000000,1.2500000000,0.270000,,10.95000000,,,2.240000,38.410000,4175.00,497.82300000,2005
"HD 132406 b","HD 132406",908.00000000000,,0.250000,,5.94000000,,,0.973000,,,70.78320000,2007
"HD 132563 b","HD 132563",1544.00000000000,2.6200000000,0.220000,,1.49000000,,,1.231000,1.295770,6289.00,105.15500000,2011
"HD 134060 b","HD 134060",3.26960000000,0.0444000000,0.450000,,0.03180000,,,1.095000,,5966.00,24.01250000,2019
"HD 134060 c","HD 134060",1291.56460000000,2.3928000000,0.110000,,0.09220000,,,1.095000,,5966.00,24.01250000,2019
"HD 134987 b","HD 134987",258.17999000000,0.8100000000,0.230000,,1.61000000,,,1.100000,1.220000,5736.00,26.18040000,1999
"HD 134987 c","HD 134987",5000.00000000000,5.8000000000,0.120000,,0.82000000,,,1.100000,1.250000,5585.00,26.18040000,2009
"HD 136352 b","HD 136352",11.57797000000,0.0964000000,0.000000,88.49000,0.01485078,0.14845239,905.00,0.870000,1.058000,5664.00,14.68200000,2019
"HD 136352 c","HD 136352",27.59221000000,0.1721000000,0.000000,88.57100,0.03536499,0.26014854,677.00,0.870000,1.058000,5664.00,14.68200000,2019
"HD 136352 d","HD 136352",107.24500000000,0.4250000000,0.000000,89.73000,0.02775082,0.22856672,431.00,0.870000,1.058000,5664.00,14.68200000,2019
"Kepler-112 b","Kepler-112",8.40887800000,0.0760000000,,,,0.21100000,,,0.841000,5544.00,513.20600000,2014
"HD 136418 b","HD 136418",464.29999000000,1.2900000000,0.250000,,2.14000000,,,1.480000,3.780000,4989.00,105.16800000,2009
"HD 137388 b","HD 137388",330.00000000000,0.8900000000,0.360000,,0.20000000,,,0.680000,0.880000,5181.00,40.48410000,2011
"HD 13808 b","HD 13808",14.18150000000,0.1051900000,0.071000,,0.03523896,,,0.771000,0.781000,5035.00,28.23050000,2021
"HD 13808 c","HD 13808",53.75300000000,0.2554000000,0.156000,,0.03133751,,,0.771000,0.781000,5035.00,28.23050000,2021
"HD 13931 b","HD 13931",4218.00000000000,5.1500000000,0.020000,,2.20000000,,,1.300000,1.250000,5867.00,47.39630000,2009
"HD 139357 b","HD 139357",1124.79139000000,2.9490000000,0.099000,103.23500,19.87100000,,,2.690000,,,112.09000000,2008
"HD 141937 b","HD 141937",653.21997000000,1.5000000000,0.410000,,9.69000000,,,1.090000,1.030000,5870.00,33.36220000,2002
"HD 142022 A b","HD 142022 A",1928.00000000000,2.9300000000,0.530000,,4.44000000,,,0.900000,1.040000,5421.00,34.28020000,2005
"HD 142245 b","HD 142245",1299.00000000000,2.7800000000,0.000000,,3.07000000,,,3.500000,4.630000,4922.00,97.23050000,2011
"HD 142415 b","HD 142415",386.29999000000,1.0600000000,0.500000,,1.67000000,,,1.070000,1.040000,5940.00,35.53180000,2003
"Kepler-267 b","Kepler-267",3.35372800000,0.0370000000,,,,0.17700000,,,0.555000,4258.00,264.99300000,2014
"HD 142 b","HD 142",351.43394000000,1.0390000000,0.158000,,1.24900000,,,1.210000,,,26.18530000,2001
"HD 143361 b","HD 143361",1039.15000000000,1.9880000000,0.197000,,3.53200000,,,0.968000,0.916000,5507.00,68.51460000,2008
"HD 145377 b","HD 145377",103.95000000000,0.4500000000,0.310000,,6.02000000,,,1.200000,1.050000,6014.00,53.48840000,2008
"HD 145457 b","HD 145457",176.13000000000,0.7620000000,0.111000,,2.79400000,,,1.900000,9.900000,4757.00,135.29200000,2010
"HD 1461 b","HD 1461",5.77152000000,0.0634000000,0.172000,,0.02026240,,,1.020000,,5765.00,23.45340000,2010
"HD 1461 c","HD 1461",13.50520000000,0.1117000000,0.305000,,0.01758802,,,1.020000,,5765.00,23.45340000,2015
"HD 147018 b","HD 147018",44.23600000000,0.2388000000,0.468600,,2.12000000,,,0.927000,,5441.00,40.42560000,2009
"HD 147018 c","HD 147018",1008.00000000000,1.9220000000,0.133000,,6.56000000,,,0.927000,,5441.00,40.42560000,2009
"HD 147513 b","HD 147513",528.40000000000,1.3200000000,0.260000,,1.21000000,,,1.110000,,5883.00,12.90320000,2003
"HD 148156 b","HD 148156",1027.00000000000,2.4500000000,0.520000,,0.85000000,,,1.220000,1.210000,6308.00,57.12890000,2009
